Deep Meaning	Expansion	Markup	Probability
[[greet]]	Hello. I'm alright. How have you been?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.7656595431097982, 0.7671333824613089]
[[greet]]	Hi. Work's well.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^ResolveObligation:greet^ResolveObligation:small talk:how is work^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk	[0.7671333824613089, 0.7686072218128196]
[[greet]]	Hey. I'm fantastic. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.7686072218128196, 0.7708179808400856]
[[greet]]	Hello. Work's good.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^ResolveObligation:greet^ResolveObligation:small talk:how is work^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk	[0.7708179808400856, 0.7767133382461283]
[[greet]]	Hi. I'm well.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Moves:make small talk^ResolveObligation:greet	[0.7767133382461283, 0.7774502579218836]
[[greet]]	Hello. I'm well. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.7774502579218836, 0.780397936624905]
[[greet]]	Hello. I'm great. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.780397936624905, 0.7818717759764157]
[[greet]]	Hello. I'm great. How have you been?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.7818717759764157, 0.7892409727339691]
[[greet]]	Hello. I'm well. How have you been?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.7892409727339691, 0.7936624907885012]
[[greet]]	Hey. How's the business?	ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^PushTopic:work^Moves:make small talk^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how is business^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor	[0.7936624907885012, 0.7951363301400118]
[[greet]]	Hello. I'm alright.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Moves:make small talk^ResolveObligation:greet	[0.7951363301400118, 0.7958732498157671]
[[greet]]	Hi. I'm great. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.7958732498157671, 0.7973470891672778]
[[greet]]	Hi. I'm well. How are you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.7973470891672778, 0.7980840088430331]
[[greet]]	Hello. Work's fantastic.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^ResolveObligation:greet^ResolveObligation:small talk:how is work^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk	[0.7980840088430331, 0.8025055268975652]
[[greet]]	Hey. I'm fantastic. How about you?	PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8025055268975652, 0.8047162859248311]
[[greet]]	Hello. I'm alright. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.8047162859248311, 0.8076639646278525]
[[greet]]	Greetings. Work's fantastic.	ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^ResolveObligation:small talk:how is work	[0.8076639646278525, 0.8113485630066292]
[[greet]]	Hello. I'm fantastic. How about you?	PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8113485630066292, 0.8120854826823845]
[[greet]]	Greetings. I'm fantastic. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8120854826823845, 0.8128224023581397]
[[greet]]	Uh, Hey...	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion < -0.4^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^ResolveObligation:greet	[0.8128224023581397, 0.8142962417096504]
[[greet]]	Hello. How's your company doing?	ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^PushTopic:work^Moves:make small talk^AddressTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how is business^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor	[0.8142962417096504, 0.8157700810611611]
[[greet]]	Greetings. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8157700810611611, 0.8165070007369164]
[[greet]]	Greetings. I'm alright. How's it going?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8165070007369164, 0.8172439204126717]
[[greet]]	Hi. I'm great. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8172439204126717, 0.8187177597641824]
[[greet]]	Hey. How's work?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^PushObligation:small talk:how is work^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda interlocutor: interlocutor.occupation is not None^PushTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^AddressTopic:work	[0.8187177597641824, 0.8216654384672037]
[[greet]]	Hey. I'm alright. How's it going?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8216654384672037, 0.8238761974944697]
[[greet]]	Hi. I'm good. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8238761974944697, 0.8260869565217357]
[[greet]]	Hello. I'm alright. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.8260869565217357, 0.8275607958732464]
[[greet]]	Hi. How's it going?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8275607958732464, 0.8282977155490017]
[[greet]]	Greetings. Business has been good!	ResolveObligation:greet^AddressTopic:work^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Moves:make small talk^ResolveObligation:small talk:how is business	[0.8282977155490017, 0.8297715549005124]
[[greet]]	Hi. I'm well. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8297715549005124, 0.8305084745762676]
[[greet]]	Hi. Business has been great!	ResolveObligation:greet^AddressTopic:work^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Moves:make small talk^ResolveObligation:small talk:how is business	[0.8305084745762676, 0.8312453942520229]
[[greet]]	Hi. I'm good. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8312453942520229, 0.8319823139277782]
[[greet]]	Hey.	PushObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')	[0.8319823139277782, 0.8327192336035335]
[[greet]]	Hello. I'm good. How's it going?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8327192336035335, 0.8341930729550442]
[[greet]]	Hi. How's business?	ResolveObligation:greet^PushObligation:small talk:how is business^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:greet^AddressTopic:work^PushTopic:work^Moves:make small talk^Preconditions:lambda interlocutor: interlocutor.occupation and interlocutor.occupation.company.owner.person is interlocutor	[0.8341930729550442, 0.8356669123065549]
[[greet]]	Hi. How's work?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^PushObligation:small talk:how is work^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda interlocutor: interlocutor.occupation is not None^PushTopic:work^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^AddressTopic:work	[0.8356669123065549, 0.8371407516580656]
[[greet]]	Hey!	ResolveObligation:greet^PushObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4	[0.8371407516580656, 0.8386145910095762]
[[greet]]	Hi. I'm fantastic. And you?	ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you	[0.8386145910095762, 0.8393515106853315]
[[greet]]	Hi. How's it going?	ResolveObligation:greet^PushObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8393515106853315, 0.8408253500368422]
[[greet]]	Hello. I'm well. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.8408253500368422, 0.8437730287398636]
[[greet]]	Hi!	Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')	[0.8437730287398636, 0.8445099484156189]
[[greet]]	Hello. I'm good. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.8445099484156189, 0.8489314664701509]
[[greet]]	Hey. I'm alright.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')	[0.8489314664701509, 0.8518791451731723]
[[greet]]	Hello. I'm fantastic. And you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^PushObligation:small talk:how are you^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8518791451731723, 0.8548268238761937]
[[greet]]	Hey. Work's fantastic.	ResolveObligation:greet^AddressTopic:work^Preconditions:lambda speaker: speaker.occupation is not None^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^ResolveObligation:small talk:how is work	[0.8548268238761937, 0.8658806190125238]
[[greet]]	Hello. I'm well. How about you?	PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8658806190125238, 0.8666175386882791]
[[greet]]	Hey. I'm great. How's it going?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Moves:make small talk^PushObligation:small talk:how are you	[0.8666175386882791, 0.8710390567428111]
[[greet]]	Greetings. I'm good.	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^ResolveObligation:small talk:how are you^ResolveObligation:greet^Moves:make small talk^ResolveObligation:greet	[0.8710390567428111, 0.8732498157700771]
[[greet]]	Hi. How are you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^PushObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')	[0.8732498157700771, 0.8739867354458324]
[[greet]]	Hey. I'm well. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.8739867354458324, 0.8754605747973431]
[[greet]]	Hello. I'm good. How about you?	Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:small talk:how are you^ResolveObligation:greet^ResolveObligation:greet^Moves:make small talk^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'small talk:how are you')^Preconditions:lambda conversation, interlocutor: not any(o for o in conversation.resolved_obligations[interlocutor] if o.name == 'greet')^PushObligation:small talk:how are you	[0.8754605747973431, 0.8798820928518751]
[[greet]]	Hey. How's work going to[speaker.game.time_of_day]?	ResolveObligation:greet^PushObligation:small talk:how is work^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda interlocutor: interlocutor.routine.working^ResolveObligation:greet^PushTopic:work^Moves:make small talk^AddressTopic:work	[0.8798820928518751, 0.8820928518791411]
[[greet]]	Hey. Business has been great.	ResolveObligation:greet^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Moves:make small talk^AddressTopic:work^ResolveObligation:small talk:how is business	[0.8820928518791411, 0.8843036109064071]
[[greet]]	Hi. Business has been good!	ResolveObligation:greet^AddressTopic:work^ResolveObligation:greet^Preconditions:lambda conversation, speaker: not any(turn for turn in conversation.completed_turns if turn.speaker is speaker and turn.line_of_dialogue.discourse_act.name == 'greet')^ResolveObligation:greet^Preconditions:lambda speaker: speaker.personality.extroversion > 0.4^Preconditions:lambda speaker: speaker.occupation and speaker.occupation.company.owner.person is speaker^Moves:make small talk^ResolveObligation:small talk:how is business	[0.8843036109064071, 0.8857774502579178]
